 


Daily Data Between Two Dates
 WAUKEGAN (IL)
 USC00119029

Date,PRCP,TMAX,TMIN,MEAN,
1923-03-17,0.00,42,12,27.0,
1923-03-18,0.00,42,18,30.0,
1923-03-19,0.12,19,-4,7.5,
1923-03-20,0.00,40,5,22.5,
1923-03-21,0.00,45,34,39.5,
1923-03-22,0.05,46,37,41.5,
1923-03-23,0.00,38,28,33.0,
1923-03-24,0.00,33,19,26.0,
1923-03-25,0.00,41,23,32.0,
1923-03-26,0.00,33,18,25.5,
1923-03-27,0.00,40,26,33.0,
1923-03-28,0.00,28,11,19.5,
1923-03-29,0.00,45,14,29.5,
1923-03-30,0.00,41,17,29.0,
1923-03-31,0.00,23,7,15.0,
1923-04-01,0.00,39,16,27.5,
1923-04-02,0.00,64,36,50.0,
1923-04-03,0.18,52,32,42.0,
1923-04-04,0.00,38,31,34.5,
1923-04-05,0.00,42,30,36.0,
1923-04-06,0.00,63,30,46.5,
1923-04-07,0.42,60,32,46.0,
1923-04-08,0.03,60,22,41.0,
1923-04-09,0.18,41,25,33.0,
1923-04-10,T,51,30,40.5,
1923-04-11,0.00,51,34,42.5,
1923-04-12,0.00,41,19,30.0,
1923-04-13,0.00,42,37,39.5,
1923-04-14,0.15,40,30,35.0,
1923-04-15,0.17,39,31,35.0,
1923-04-16,0.00,51,26,38.5,
1923-04-17,0.00,46,29,37.5,
1923-04-18,0.00,69,35,52.0,
1923-04-19,0.00,79,45,62.0,
1923-04-20,0.00,78,51,64.5,
1923-04-21,0.26,78,49,63.5,
1923-04-22,0.00,76,44,60.0,
1923-04-23,0.00,54,41,47.5,
1923-04-24,0.00,52,36,44.0,
1923-04-25,0.00,52,37,44.5,
1923-04-26,0.00,68,38,53.0,
1923-04-27,0.00,61,42,51.5,
1923-04-28,0.00,66,39,52.5,
1923-04-29,0.00,64,36,50.0,
1923-04-30,0.00,74,43,58.5,
1923-05-01,0.00,57,40,48.5,
1923-05-02,0.00,58,42,50.0,
1923-05-03,0.00,62,41,51.5,
1923-05-04,0.00,61,43,52.0,
1923-05-05,0.00,59,40,49.5,
1923-05-06,0.00,60,47,53.5,
1923-05-07,0.00,77,40,58.5,
1923-05-08,0.00,67,36,51.5,
1923-05-09,0.22,53,30,41.5,
1923-05-10,0.00,66,34,50.0,
1923-05-11,0.00,63,39,51.0,
1923-05-12,0.36,50,38,44.0,
1923-05-13,0.00,50,33,41.5,
1923-05-14,0.00,56,43,49.5,
1923-05-15,0.43,53,41,47.0,
1923-05-16,0.14,52,42,47.0,
1923-05-17,0.00,53,39,46.0,
1923-05-18,0.00,64,41,52.5,
1923-05-19,0.00,78,45,61.5,
1923-05-20,0.00,78,54,66.0,
1923-05-21,0.00,56,44,50.0,
1923-05-22,0.00,55,40,47.5,
1923-05-23,0.00,61,41,51.0,
1923-05-24,0.00,60,42,51.0,
1923-05-25,0.00,64,43,53.5,
1923-05-26,0.00,65,47,56.0,
1923-05-27,0.00,66,49,57.5,
1923-05-28,0.00,65,48,56.5,
1923-05-29,0.00,69,51,60.0,
1923-05-30,0.00,67,47,57.0,
1923-05-31,0.00,67,54,60.5,
1923-06-01,0.00,73,51,62.0,
1923-06-02,0.00,82,63,72.5,
1923-06-03,0.03,82,60,71.0,
1923-06-04,0.81,84,59,71.5,
1923-06-05,0.00,90,67,78.5,
1923-06-06,0.00,78,52,65.0,
1923-06-07,0.00,68,53,60.5,
1923-06-08,0.00,66,47,56.5,
1923-06-09,0.00,71,50,60.5,
1923-06-10,0.20,61,53,57.0,
1923-06-11,0.40,65,51,58.0,
1923-06-12,0.00,71,53,62.0,
1923-06-13,0.00,71,50,60.5,
1923-06-14,0.00,84,61,72.5,
1923-06-15,0.00,71,51,61.0,
1923-06-16,0.00,77,50,63.5,
1923-06-17,0.00,76,51,63.5,
1923-06-18,0.00,92,62,77.0,
1923-06-19,0.08,93,62,77.5,
1923-06-20,0.44,92,69,80.5,
1923-06-21,0.00,86,64,75.0,
1923-06-22,0.00,93,68,80.5,
1923-06-23,0.05,87,70,78.5,
1923-06-24,0.00,91,69,80.0,
1923-06-25,0.00,97,66,81.5,
1923-06-26,0.95,91,63,77.0,
1923-06-27,0.00,80,60,70.0,
1923-06-28,0.70,78,49,63.5,
1923-06-29,0.00,68,45,56.5,
1923-06-30,0.00,78,50,64.0,
1923-07-01,0.00,78,59,68.5,
1923-07-02,0.00,78,55,66.5,
1923-07-03,0.00,71,59,65.0,
1923-07-04,0.00,73,57,65.0,
1923-07-05,0.00,89,64,76.5,
1923-07-06,0.44,85,67,76.0,
1923-07-07,0.00,84,69,76.5,
1923-07-08,0.00,77,62,69.5,
1923-07-09,0.00,91,57,74.0,
1923-07-10,0.00,95,73,84.0,
1923-07-11,0.27,80,66,73.0,
1923-07-12,0.00,78,60,69.0,
1923-07-13,0.00,80,60,70.0,
1923-07-14,0.00,93,63,78.0,
1923-07-15,0.10,86,70,78.0,
1923-07-16,0.00,80,60,70.0,
1923-07-17,0.00,76,59,67.5,
1923-07-18,0.00,83,57,70.0,
1923-07-19,0.00,81,57,69.0,
1923-07-20,0.00,93,60,76.5,
1923-07-21,0.00,87,69,78.0,
1923-07-22,0.00,84,66,75.0,
1923-07-23,0.12,85,59,72.0,
1923-07-24,0.00,83,67,75.0,
1923-07-25,0.00,74,59,66.5,
1923-07-26,0.00,83,55,69.0,
1923-07-27,0.65,74,62,68.0,
1923-07-28,0.00,72,64,68.0,
1923-07-29,0.00,84,55,69.5,
1923-07-30,0.00,82,64,73.0,
1923-07-31,0.00,82,63,72.5,
1923-08-01,0.00,91,65,78.0,
1923-08-02,0.00,81,65,73.0,
1923-08-03,0.00,81,58,69.5,
1923-08-04,0.00,88,65,76.5,
1923-08-05,0.00,77,62,69.5,
1923-08-06,0.00,90,65,77.5,
1923-08-07,0.71,87,64,75.5,
1923-08-08,0.00,70,61,65.5,
1923-08-09,0.00,75,63,69.0,
1923-08-10,0.00,83,65,74.0,
1923-08-11,0.00,87,68,77.5,
1923-08-12,1.70,85,67,76.0,
1923-08-13,0.00,78,57,67.5,
1923-08-14,0.00,87,64,75.5,
1923-08-15,0.00,84,62,73.0,
1923-08-16,0.00,70,60,65.0,
1923-08-17,0.00,79,54,66.5,
1923-08-18,0.00,86,60,73.0,
1923-08-19,0.00,82,62,72.0,
1923-08-20,0.10,72,55,63.5,
1923-08-21,1.12,71,58,64.5,
1923-08-22,0.00,67,46,56.5,
1923-08-23,0.00,73,51,62.0,
1923-08-24,0.00,72,48,60.0,
1923-08-25,0.00,76,58,67.0,
1923-08-26,0.00,70,60,65.0,
1923-08-27,1.59,72,63,67.5,
1923-08-28,0.00,72,64,68.0,
1923-08-29,0.00,80,58,69.0,
1923-08-30,0.08,79,60,69.5,
1923-08-31,0.00,80,59,69.5,
1923-09-01,0.00,75,65,70.0,
1923-09-02,0.00,83,66,74.5,
1923-09-03,0.00,85,63,74.0,
1923-09-04,0.00,M,61,M,
1923-09-05,0.00,M,59,M,
1923-09-06,1.35,M,61,M,
1923-09-07,0.26,M,62,M,
1923-09-08,0.12,M,52,M,
1923-09-09,0.25,M,52,M,
1923-09-10,0.00,M,49,M,
1923-09-11,1.23,M,55,M,
1923-09-12,0.00,M,45,M,
1923-09-13,0.00,61,38,49.5,
1923-09-14,0.00,58,32,45.0,
1923-09-15,T,64,36,50.0,
1923-09-16,0.00,66,44,55.0,
1923-09-17,0.00,68,57,62.5,
1923-09-18,0.00,80,64,72.0,
1923-09-19,0.00,70,53,61.5,
1923-09-20,1.59,75,60,67.5,
1923-09-21,0.40,64,54,59.0,
1923-09-22,0.00,70,48,59.0,
1923-09-23,0.00,69,51,60.0,
1923-09-24,0.00,75,49,62.0,
1923-09-25,0.00,76,56,66.0,
1923-09-26,0.02,76,58,67.0,
1923-09-27,0.00,79,62,70.5,
1923-09-28,0.00,82,59,70.5,
1923-09-29,0.00,69,58,63.5,
1923-09-30,0.00,65,56,60.5,
1923-10-01,0.00,66,49,57.5,
1923-10-02,0.00,64,46,55.0,
1923-10-03,0.00,73,42,57.5,
1923-10-04,0.00,59,47,53.0,
1923-10-05,0.00,58,36,47.0,
1923-10-06,0.00,60,35,47.5,
1923-10-07,0.00,62,37,49.5,
1923-10-08,0.00,63,33,48.0,
1923-10-09,0.00,68,35,51.5,
1923-10-10,0.00,74,40,57.0,
1923-10-11,0.00,75,38,56.5,
1923-10-12,0.00,74,49,61.5,
1923-10-13,0.15,65,47,56.0,
1923-10-14,0.00,60,34,47.0,
1923-10-15,0.00,63,33,48.0,
1923-10-16,0.00,66,56,61.0,
1923-10-17,1.01,69,57,63.0,
1923-10-18,2.65,63,49,56.0,
1923-10-19,0.43,51,40,45.5,
1923-10-20,0.00,48,31,39.5,
1923-10-21,0.00,53,25,39.0,
1923-10-22,0.00,56,25,40.5,
1923-10-23,0.00,58,28,43.0,
1923-10-24,0.00,60,35,47.5,
1923-10-25,T,54,42,48.0,
1923-10-26,0.02,48,40,44.0,
1923-10-27,0.09,48,45,46.5,
1923-10-28,0.00,46,38,42.0,
1923-10-29,0.00,51,31,41.0,
1923-10-30,0.42,44,24,34.0,
1923-10-31,0.00,39,19,29.0,
1923-11-01,0.00,50,21,35.5,
1923-11-02,0.00,55,25,40.0,
1923-11-03,0.04,54,42,48.0,
1923-11-04,0.31,50,44,47.0,
1923-11-05,0.06,45,34,39.5,
1923-11-06,0.00,54,27,40.5,
1923-11-07,0.00,46,34,40.0,
1923-11-08,0.00,40,26,33.0,
1923-11-09,0.00,51,22,36.5,
1923-11-10,0.00,64,34,49.0,
1923-11-11,0.00,55,36,45.5,
1923-11-12,0.00,51,27,39.0,
1923-11-13,0.00,51,43,47.0,
1923-11-14,0.03,50,43,46.5,
1923-11-15,T,54,43,48.5,
1923-11-16,T,48,37,42.5,
1923-11-17,0.00,48,27,37.5,
1923-11-18,0.00,49,33,41.0,
1923-11-19,0.00,51,30,40.5,
1923-11-20,0.00,60,32,46.0,
1923-11-21,0.00,54,35,44.5,
1923-11-22,0.00,46,20,33.0,
1923-11-23,0.20,41,34,37.5,
1923-11-24,0.00,42,29,35.5,
1923-11-25,0.00,55,35,45.0,
1923-11-26,T,48,33,40.5,
1923-11-27,0.00,35,30,32.5,
1923-11-28,0.00,32,25,28.5,
1923-11-29,0.05,42,23,32.5,
1923-11-30,0.31,44,35,39.5,
1923-12-01,0.00,45,25,35.0,
1923-12-02,0.00,47,29,38.0,
1923-12-03,0.00,37,26,31.5,
1923-12-04,0.00,40,31,35.5,
1923-12-05,T,40,36,38.0,
1923-12-06,0.00,45,26,35.5,
1923-12-07,T,48,27,37.5,
1923-12-08,0.00,50,36,43.0,
1923-12-09,0.00,48,34,41.0,
1923-12-10,0.00,44,31,37.5,
1923-12-11,0.00,44,20,32.0,
1923-12-12,0.21,43,26,34.5,
1923-12-13,0.20,43,21,32.0,
1923-12-14,0.00,38,15,26.5,
1923-12-15,0.00,41,28,34.5,
1923-12-16,0.00,46,31,38.5,
1923-12-17,0.00,47,25,36.0,
1923-12-18,0.00,53,30,41.5,
1923-12-19,0.00,44,32,38.0,
1923-12-20,0.00,45,36,40.5,
1923-12-21,0.00,42,28,35.0,
1923-12-22,0.32,42,38,40.0,
1923-12-23,0.66,40,33,36.5,
1923-12-24,0.00,35,23,29.0,
1923-12-25,0.00,34,29,31.5,
1923-12-26,0.00,40,27,33.5,
1923-12-27,0.11,41,39,40.0,
1923-12-28,0.00,40,22,31.0,
1923-12-29,T,46,25,35.5,
1923-12-30,T,36,33,34.5,
1923-12-31,0.29,36,14,25.0,
1924-01-01,0.00,15,-11,2.0,
1924-01-02,0.00,25,-5,10.0,
1924-01-03,0.00,25,1,13.0,
1924-01-04,T,7,-3,2.0,
1924-01-05,0.00,-1,-18,-9.5,
1924-01-06,0.00,22,-18,2.0,
1924-01-07,0.00,31,13,22.0,
1924-01-08,0.00,41,16,28.5,
1924-01-09,0.10,40,33,36.5,
1924-01-10,0.45,39,31,35.0,
1924-01-11,T,32,18,25.0,
1924-01-12,0.00,20,13,16.5,
1924-01-13,0.00,16,-2,7.0,
1924-01-14,0.00,26,8,17.0,
1924-01-15,0.00,33,22,27.5,
1924-01-16,0.64,34,3,18.5,
1924-01-17,0.00,5,-12,-3.5,
1924-01-18,T,23,-10,6.5,
1924-01-19,0.00,23,-7,8.0,
1924-01-20,0.00,6,-12,-3.0,
1924-01-21,0.00,-3,-19,-11.0,
1924-01-22,0.00,32,-5,13.5,
1924-01-23,0.00,32,18,25.0,
1924-01-24,T,37,16,26.5,
1924-01-25,0.08,34,-3,15.5,
1924-01-26,0.00,8,-9,-0.5,
1924-01-27,0.00,24,-6,9.0,
1924-01-28,0.00,36,22,29.0,
1924-01-29,T,36,32,34.0,
1924-01-30,0.00,37,29,33.0,
1924-01-31,0.00,34,24,29.0,
1924-02-01,0.00,35,26,30.5,
1924-02-02,0.00,38,32,35.0,
1924-02-03,0.00,39,34,36.5,
1924-02-04,0.08,35,24,29.5,
1924-02-05,0.73,26,16,21.0,
1924-02-06,0.12,17,15,16.0,
1924-02-07,T,23,13,18.0,
1924-02-08,0.00,28,12,20.0,
1924-02-09,T,36,15,25.5,
1924-02-10,0.00,35,16,25.5,
1924-02-11,0.00,36,16,26.0,
1924-02-12,T,35,27,31.0,
1924-02-13,T,33,24,28.5,
1924-02-14,0.00,33,25,29.0,
1924-02-15,T,31,14,22.5,
1924-02-16,0.00,29,19,24.0,
1924-02-17,0.05,29,25,27.0,
1924-02-18,0.00,28,25,26.5,
1924-02-19,0.12,29,21,25.0,
1924-02-20,0.03,23,15,19.0,
1924-02-21,0.00,18,10,14.0,
1924-02-22,0.00,21,0,10.5,
1924-02-23,T,28,0,14.0,
1924-02-24,0.00,25,18,21.5,
1924-02-25,0.00,34,16,25.0,
1924-02-26,0.00,38,5,21.5,
1924-02-27,0.00,39,18,28.5,
1924-02-28,0.00,33,22,27.5,
1924-02-29,0.00,34,30,32.0,
1924-03-01,0.00,34,25,29.5,
1924-03-02,0.00,39,23,31.0,
1924-03-03,T,39,29,34.0,
1924-03-04,0.16,35,32,33.5,
1924-03-05,0.00,35,26,30.5,
1924-03-06,0.04,32,24,28.0,
1924-03-07,0.02,26,15,20.5,
1924-03-08,0.00,34,16,25.0,
1924-03-09,0.25,28,21,24.5,
1924-03-10,0.38,32,24,28.0,
1924-03-11,T,35,30,32.5,
1924-03-12,T,38,M,M,
1924-03-13,0.00,M,24,M,
1924-03-14,T,29,21,25.0,
1924-03-15,0.00,34,14,24.0,
1924-03-16,0.00,38,18,28.0,
1924-03-17,T,33,23,28.0,
1924-03-18,0.08,33,30,31.5,
1924-03-19,0.00,39,19,29.0,
1924-03-20,0.00,34,29,31.5,
1924-03-21,0.06,35,30,32.5,
1924-03-22,0.00,39,33,36.0,
1924-03-23,0.00,41,32,36.5,
1924-03-24,0.00,36,32,34.0,
1924-03-25,0.35,35,31,33.0,
1924-03-26,0.03,41,32,36.5,
1924-03-27,0.00,58,32,45.0,
1924-03-28,0.17,54,35,44.5,
1924-03-29,0.96,47,35,41.0,
1924-03-30,0.15,39,22,30.5,
1924-03-31,T,25,19,22.0,
1924-04-01,0.03,30,19,24.5,
1924-04-02,0.00,44,19,31.5,
1924-04-03,0.00,61,36,48.5,
1924-04-04,0.00,64,31,47.5,
1924-04-05,0.00,52,34,43.0,
1924-04-06,0.08,50,37,43.5,
1924-04-07,T,48,36,42.0,
1924-04-08,0.32,45,33,39.0,
1924-04-09,0.29,46,38,42.0,
1924-04-10,0.00,46,31,38.5,
1924-04-11,0.02,42,24,33.0,
1924-04-12,0.00,51,26,38.5,
1924-04-13,0.00,68,39,53.5,
1924-04-14,0.00,68,38,53.0,
1924-04-15,0.00,46,37,41.5,
1924-04-16,0.12,49,38,43.5,
1924-04-17,0.15,49,44,46.5,
1924-04-18,0.00,51,31,41.0,
1924-04-19,0.11,50,32,41.0,
1924-04-20,0.02,50,34,42.0,
1924-04-21,0.05,44,36,40.0,
1924-04-22,0.00,51,35,43.0,
1924-04-23,0.00,61,34,47.5,
1924-04-24,0.00,69,42,55.5,
1924-04-25,0.50,52,41,46.5,
1924-04-26,0.06,46,40,43.0,
1924-04-27,0.31,46,41,43.5,
1924-04-28,0.17,54,45,49.5,
1924-04-29,0.00,60,37,48.5,
1924-04-30,0.00,52,39,45.5,
1924-05-01,0.00,45,28,36.5,
1924-05-02,T,61,36,48.5,
1924-05-03,T,60,44,52.0,
1924-05-04,0.00,60,39,49.5,
1924-05-05,T,82,39,60.5,
1924-05-06,0.00,80,40,60.0,
1924-05-07,0.81,52,44,48.0,
1924-05-08,0.76,49,43,46.0,
1924-05-09,0.04,52,43,47.5,
1924-05-10,T,57,35,46.0,
1924-05-11,0.00,58,38,48.0,
1924-05-12,0.00,71,43,57.0,
1924-05-13,0.19,59,47,53.0,
1924-05-14,0.02,50,41,45.5,
1924-05-15,T,58,48,53.0,
1924-05-16,0.00,69,42,55.5,
1924-05-17,0.00,68,53,60.5,
1924-05-18,0.14,65,49,57.0,
1924-05-19,0.48,59,36,47.5,
1924-05-20,0.00,57,32,44.5,
1924-05-21,0.00,51,39,45.0,
1924-05-22,0.02,59,36,47.5,
1924-05-23,0.48,59,43,51.0,
1924-05-24,0.31,59,39,49.0,
1924-05-25,0.32,52,35,43.5,
1924-05-26,0.00,61,35,48.0,
1924-05-27,0.04,73,51,62.0,
1924-05-28,0.00,69,49,59.0,
1924-05-29,0.00,68,44,56.0,
1924-05-30,0.00,59,33,46.0,
1924-05-31,0.00,M,M,M,
1924-06-01,T,61,47,54.0,
1924-06-02,0.14,71,44,57.5,
1924-06-03,0.08,59,44,51.5,
1924-06-04,0.00,66,36,51.0,
1924-06-05,0.07,64,47,55.5,
1924-06-06,0.00,65,51,58.0,
1924-06-07,0.13,59,41,50.0,
1924-06-08,0.91,50,45,47.5,
1924-06-09,0.16,61,46,53.5,
1924-06-10,0.00,68,49,58.5,
1924-06-11,0.00,73,49,61.0,
1924-06-12,0.00,80,47,63.5,
1924-06-13,0.07,78,51,64.5,
1924-06-14,0.00,77,47,62.0,
1924-06-15,0.13,62,54,58.0,
1924-06-16,T,62,50,56.0,
1924-06-17,0.18,75,49,62.0,
1924-06-18,0.37,63,52,57.5,
1924-06-19,T,88,56,72.0,
1924-06-20,0.90,88,64,76.0,
1924-06-21,0.00,80,57,68.5,
1924-06-22,0.72,77,55,66.0,
1924-06-23,0.18,68,59,63.5,
1924-06-24,1.21,68,64,66.0,
1924-06-25,0.03,74,55,64.5,
1924-06-26,0.04,76,55,65.5,
1924-06-27,0.00,73,54,63.5,
1924-06-28,1.14,79,60,69.5,
1924-06-29,0.13,71,56,63.5,
1924-06-30,0.00,M,M,M,
1924-07-01,0.16,62,45,53.5,
1924-07-02,0.00,68,46,57.0,
1924-07-03,0.00,70,41,55.5,
1924-07-04,0.00,68,43,55.5,
1924-07-05,0.00,69,45,57.0,
1924-07-06,0.00,76,50,63.0,
1924-07-07,0.27,72,53,62.5,
1924-07-08,0.24,66,54,60.0,
1924-07-09,0.30,78,64,71.0,
1924-07-10,0.00,78,57,67.5,
1924-07-11,0.00,78,50,64.0,
1924-07-12,0.00,78,62,70.0,
1924-07-13,0.00,80,62,71.0,
1924-07-14,0.00,78,52,65.0,
1924-07-15,0.00,78,54,66.0,
1924-07-16,0.00,78,62,70.0,
1924-07-17,0.00,75,55,65.0,
1924-07-18,0.00,60,48,54.0,
1924-07-19,0.00,68,57,62.5,
1924-07-20,0.00,75,58,66.5,
1924-07-21,1.25,86,61,73.5,
1924-07-22,0.46,86,68,77.0,
1924-07-23,0.00,86,61,73.5,
1924-07-24,0.24,80,63,71.5,
1924-07-25,T,66,57,61.5,
1924-07-26,0.00,77,51,64.0,
1924-07-27,0.00,82,59,70.5,
1924-07-28,T,82,67,74.5,
1924-07-29,T,78,67,72.5,
1924-07-30,0.15,79,67,73.0,
1924-07-31,0.16,79,56,67.5,
1924-08-01,0.00,71,50,60.5,
1924-08-02,0.00,68,57,62.5,
1924-08-03,0.00,81,62,71.5,
1924-08-04,2.97,74,64,69.0,
1924-08-05,0.48,73,64,68.5,
1924-08-06,2.44,73,65,69.0,
1924-08-07,0.00,71,59,65.0,
1924-08-08,0.20,71,63,67.0,
1924-08-09,0.00,68,61,64.5,
1924-08-10,0.00,66,49,57.5,
1924-08-11,0.36,73,58,65.5,
1924-08-12,0.00,70,51,60.5,
1924-08-13,0.30,70,55,62.5,
1924-08-14,0.00,70,44,57.0,
1924-08-15,0.17,67,57,62.0,
1924-08-16,0.18,67,62,64.5,
1924-08-17,0.00,65,48,56.5,
1924-08-18,0.00,68,50,59.0,
1924-08-19,1.19,72,58,65.0,
1924-08-20,T,72,63,67.5,
1924-08-21,0.00,81,59,70.0,
1924-08-22,0.37,81,53,67.0,
1924-08-23,0.00,82,57,69.5,
1924-08-24,0.00,73,60,66.5,
1924-08-25,0.00,80,54,67.0,
1924-08-26,0.00,83,59,71.0,
1924-08-27,0.00,83,69,76.0,
1924-08-28,0.00,81,54,67.5,
1924-08-29,0.00,80,58,69.0,
1924-08-30,0.00,85,62,73.5,
1924-08-31,0.00,85,63,74.0,
1924-09-01,0.42,64,53,58.5,
1924-09-02,0.00,65,48,56.5,
1924-09-03,0.00,70,43,56.5,
1924-09-04,0.00,72,49,60.5,
1924-09-05,0.00,66,45,55.5,
1924-09-06,0.00,59,40,49.5,
1924-09-07,0.37,59,53,56.0,
1924-09-08,0.18,60,51,55.5,
1924-09-09,0.42,58,43,50.5,
1924-09-10,0.00,54,39,46.5,
1924-09-11,T,57,47,52.0,
1924-09-12,0.00,61,56,58.5,
1924-09-13,0.00,62,49,55.5,
1924-09-14,0.00,63,49,56.0,
1924-09-15,0.00,57,52,54.5,
1924-09-16,0.00,65,53,59.0,
1924-09-17,0.00,59,45,52.0,
1924-09-18,0.00,68,48,58.0,
1924-09-19,0.18,62,53,57.5,
1924-09-20,1.27,78,61,69.5,
1924-09-21,T,88,61,74.5,
1924-09-22,0.00,70,46,58.0,
1924-09-23,0.00,67,43,55.0,
1924-09-24,0.00,61,43,52.0,
1924-09-25,0.00,64,52,58.0,
1924-09-26,0.00,73,58,65.5,
1924-09-27,0.11,75,63,69.0,
1924-09-28,0.42,66,44,55.0,
1924-09-29,0.00,49,37,43.0,
1924-09-30,0.02,49,35,42.0,
1924-10-01,0.00,64,32,48.0,
1924-10-02,0.00,73,49,61.0,
1924-10-03,0.00,66,46,56.0,
1924-10-04,0.00,73,54,63.5,
1924-10-05,0.00,65,52,58.5,
1924-10-06,0.00,54,42,48.0,
1924-10-07,0.00,65,53,59.0,
1924-10-08,0.00,59,50,54.5,
1924-10-09,0.00,59,51,55.0,
1924-10-10,0.00,59,50,54.5,
1924-10-11,0.00,59,48,53.5,
1924-10-12,0.00,76,45,60.5,
1924-10-13,0.00,72,46,59.0,
1924-10-14,0.00,56,41,48.5,
1924-10-15,T,57,39,48.0,
1924-10-16,0.05,57,50,53.5,
1924-10-17,0.00,65,43,54.0,
1924-10-18,0.00,80,47,63.5,
1924-10-19,0.00,69,53,61.0,
1924-10-20,0.00,55,45,50.0,
1924-10-21,T,46,39,42.5,
1924-10-22,0.00,42,34,38.0,
1924-10-23,0.00,46,29,37.5,
1924-10-24,0.00,56,32,44.0,
1924-10-25,0.00,55,31,43.0,
1924-10-26,0.00,57,34,45.5,
1924-10-27,0.00,56,32,44.0,
1924-10-28,0.00,71,33,52.0,
1924-10-29,0.00,57,37,47.0,
1924-10-30,0.00,72,53,62.5,
1924-10-31,0.06,72,48,60.0,
1924-11-01,0.00,60,43,51.5,
1924-11-02,0.00,60,33,46.5,
1924-11-03,0.00,54,26,40.0,
1924-11-04,0.00,54,35,44.5,
1924-11-05,0.00,72,31,51.5,
1924-11-06,0.00,69,51,60.0,
1924-11-07,0.06,65,34,49.5,
1924-11-08,T,38,25,31.5,
1924-11-09,0.00,46,26,36.0,
1924-11-10,T,57,37,47.0,
1924-11-11,0.59,58,45,51.5,
1924-11-12,0.00,52,29,40.5,
1924-11-13,0.01,41,28,34.5,
1924-11-14,0.00,41,27,34.0,
1924-11-15,0.00,43,22,32.5,
1924-11-16,0.00,48,24,36.0,
1924-11-17,0.21,33,24,28.5,
1924-11-18,0.50,33,30,31.5,
1924-11-19,0.00,54,28,41.0,
1924-11-20,0.00,58,34,46.0,
1924-11-21,0.17,52,39,45.5,
1924-11-22,T,41,33,37.0,
1924-11-23,T,34,29,31.5,
1924-11-24,T,32,23,27.5,
1924-11-25,0.00,38,16,27.0,
1924-11-26,0.00,47,30,38.5,
1924-11-27,0.09,37,23,30.0,
1924-11-28,T,24,10,17.0,
1924-11-29,T,22,9,15.5,
