 


Sub-Daily Data Between Two Dates
CHICAGO MIDWAY AP (IL)
14819
Lat/Lon/Elev: 41.7861/-87.7522/612 ft

Date,Time,Temp (F),Dewpt (F),Wind Spd (mph),Wind Direction (deg),Peak Wind Gust(mph),Atm Press (hPa),Sea Lev Press (hPa),Precip (in),
1991-01-03,09:00,3,-9,8,270,m,M,M,0.00,
1991-01-03,10:00,5,-7,9,270,m,M,M,0.00,
1991-01-03,11:00,8,-7,7,280,m,M,M,0.00,
1991-01-03,12:00,10,-4,9,260,m,M,M,0.00,
1991-01-03,13:00,12,-4,11,270,m,M,M,0.00,
1991-01-03,14:00,14,-2,13,230,m,M,M,0.00,
1991-01-03,15:00,15,-1,9,250,m,M,M,0.00,
1991-01-03,16:00,M,M,M,M,m,m,M,m,
1991-01-03,17:00,14,0,14,270,m,M,M,0.00,
1991-01-03,18:00,13,1,11,250,m,M,M,0.00,
1991-01-03,19:00,13,2,11,250,m,M,M,0.00,
1991-01-03,20:00,12,2,14,260,m,M,M,0.00,
1991-01-03,21:00,12,-1,11,240,m,M,M,0.00,
1991-01-03,22:00,12,0,11,260,m,M,M,0.00,
1991-01-03,23:00,12,1,9,260,m,M,M,0.00,
1991-01-04,00:00,11,0,11,250,m,M,M,0.00,
1991-01-04,01:00,11,1,7,260,m,M,M,0.00,
1991-01-04,02:00,M,M,M,M,m,m,M,m,
1991-01-04,03:00,10,0,7,260,m,M,M,0.00,
1991-01-04,04:00,9,0,7,260,m,M,M,0.00,
1991-01-04,05:00,9,0,7,260,m,M,M,0.00,
1991-01-04,06:00,M,M,M,M,m,m,M,m,
1991-01-04,07:00,9,-1,7,270,m,M,M,0.00,
1991-01-04,08:00,8,0,7,240,m,M,M,0.00,
1991-01-04,09:00,10,1,7,260,m,M,M,0.00,
1991-01-04,10:00,13,3,9,240,m,M,M,0.00,
1991-01-04,11:00,17,4,8,240,m,M,M,0.00,
1991-01-04,12:00,19,3,7,240,m,M,M,0.00,
1991-01-04,13:00,22,5,11,250,m,M,M,0.00,
1991-01-04,14:00,23,8,9,250,m,M,M,0.00,
1991-01-04,15:00,20,3,11,250,m,M,M,0.00,
1991-01-04,16:00,24,10,8,250,m,M,M,0.00,
1991-01-04,17:00,23,11,9,240,m,M,M,0.00,
1991-01-04,18:00,23,11,11,250,m,M,M,0.00,
1991-01-04,19:00,21,11,6,250,m,M,M,0.00,
1991-01-04,20:00,21,12,9,210,m,M,M,0.00,
1991-01-04,21:00,22,12,9,220,m,M,M,0.00,
1991-01-04,22:00,21,13,8,200,m,M,M,0.00,
1991-01-04,23:00,M,M,M,M,m,m,M,m,
1991-01-05,00:00,22,13,7,90,m,M,M,0.00,
1991-01-05,01:00,24,13,9,130,m,M,M,0.00,
1991-01-05,02:00,24,12,8,200,m,M,M,0.00,
1991-01-05,03:00,22,17,8,190,m,M,M,0.00,
1991-01-05,04:00,23,19,8,160,m,M,M,0.10,
1991-01-05,05:00,24,20,8,170,m,M,M,0.00,
1991-01-05,06:00,24,21,9,160,m,M,M,0.00,
1991-01-05,07:00,25,20,11,160,m,M,M,0.10,
1991-01-05,08:00,25,21,11,170,m,M,M,0.00,
1991-01-05,09:00,26,22,8,190,m,M,M,0.10,
1991-01-05,10:00,26,24,6,180,m,M,M,0.00,
1991-01-05,11:00,28,25,2,160,m,M,M,0.10,
1991-01-05,12:00,28,26,5,160,m,M,M,0.00,
1991-01-05,13:00,30,26,7,180,m,M,M,0.00,
1991-01-05,14:00,31,27,8,250,m,M,M,0.00,
1991-01-05,15:00,31,26,7,250,m,M,M,0.00,
1991-01-05,16:00,31,26,8,260,m,M,M,0.00,
1991-01-05,17:00,30,24,11,280,m,M,M,0.00,
1991-01-05,18:00,30,24,9,310,m,M,M,0.00,
1991-01-05,19:00,29,23,11,300,m,M,M,0.00,
1991-01-05,20:00,28,21,11,300,m,M,M,0.00,
1991-01-05,21:00,27,20,9,300,m,M,M,0.00,
1991-01-05,22:00,26,19,9,320,m,M,M,0.00,
1991-01-05,23:00,26,19,6,320,m,M,M,0.00,
1991-01-06,00:00,25,18,8,320,m,M,M,0.00,
1991-01-06,01:00,25,18,9,330,m,M,M,0.00,
1991-01-06,02:00,22,13,11,330,m,M,M,0.00,
1991-01-06,03:00,21,12,11,330,m,M,M,0.00,
1991-01-06,04:00,20,12,9,300,m,M,M,0.00,
1991-01-06,05:00,20,13,9,300,m,M,M,0.00,
1991-01-06,06:00,20,13,7,300,m,M,M,0.00,
1991-01-06,07:00,19,11,7,320,m,M,M,0.00,
1991-01-06,08:00,18,11,7,310,m,M,M,0.00,
1991-01-06,09:00,19,11,9,320,m,M,M,0.00,
1991-01-06,10:00,21,11,10,360,m,M,M,0.00,
1991-01-06,11:00,23,13,6,300,m,M,M,0.00,
1991-01-06,12:00,24,12,9,290,m,M,M,0.00,
1991-01-06,13:00,26,16,9,320,m,M,M,0.00,
1991-01-06,14:00,27,17,9,350,m,M,M,0.00,
1991-01-06,15:00,27,18,9,320,m,M,M,0.00,
1991-01-06,16:00,27,19,9,350,m,M,M,0.00,
1991-01-06,17:00,27,20,11,330,m,M,M,0.00,
1991-01-06,18:00,25,16,11,320,m,M,M,0.00,
1991-01-06,19:00,25,16,16,330,m,M,M,0.00,
1991-01-06,20:00,26,16,15,330,m,M,M,0.00,
1991-01-06,21:00,25,17,11,310,m,M,M,0.00,
1991-01-06,22:00,24,15,11,310,m,M,M,0.00,
1991-01-06,23:00,23,16,11,330,m,M,M,0.00,
1991-01-07,00:00,22,14,14,330,m,M,M,0.00,
1991-01-07,01:00,22,14,11,320,m,M,M,0.00,
1991-01-07,02:00,20,14,11,320,m,M,M,0.00,
1991-01-07,03:00,21,15,11,320,m,M,M,0.00,
1991-01-07,04:00,23,16,11,310,m,M,M,0.00,
1991-01-07,05:00,29,18,9,40,m,M,M,0.00,
1991-01-07,06:00,29,19,17,50,m,M,M,0.00,
1991-01-07,07:00,27,18,16,60,m,M,M,0.00,
1991-01-07,08:00,27,18,18,70,m,M,M,0.00,
1991-01-07,09:00,26,17,17,60,m,M,M,0.00,
1991-01-07,10:00,26,17,17,80,m,M,M,0.00,
1991-01-07,11:00,26,18,18,60,m,M,M,0.00,
1991-01-07,12:00,26,16,16,60,m,M,M,0.00,
1991-01-07,13:00,27,15,14,60,m,M,M,0.00,
1991-01-07,14:00,27,17,16,60,m,M,M,0.00,
1991-01-07,15:00,M,M,M,M,m,m,M,m,
1991-01-07,16:00,27,17,11,60,m,M,M,0.00,
1991-01-07,17:00,26,16,14,60,m,M,M,0.00,
1991-01-07,18:00,26,16,11,60,m,M,M,0.00,
1991-01-07,19:00,26,15,11,60,m,M,M,0.00,
1991-01-07,20:00,26,13,14,80,m,M,M,0.00,
1991-01-07,21:00,26,14,11,80,m,M,M,0.00,
1991-01-07,22:00,25,15,14,90,m,M,M,0.00,
1991-01-07,23:00,24,14,9,70,m,M,M,0.00,
1991-01-08,00:00,M,M,M,M,m,m,M,m,
1991-01-08,01:00,24,15,9,100,m,M,M,0.00,
1991-01-08,02:00,24,15,9,90,m,M,M,0.00,
1991-01-08,03:00,23,16,9,90,m,M,M,0.00,
1991-01-08,04:00,24,17,9,90,m,M,M,0.00,
1991-01-08,05:00,24,17,9,90,m,M,M,0.00,
1991-01-08,06:00,25,17,9,80,m,M,M,0.00,
1991-01-08,07:00,25,19,9,70,m,M,M,0.00,
1991-01-08,08:00,26,16,13,90,m,M,M,0.00,
1991-01-08,09:00,26,18,9,110,m,M,M,0.00,
1991-01-08,10:00,27,18,11,140,m,M,M,0.00,
1991-01-08,11:00,30,20,11,160,m,M,M,0.00,
1991-01-08,12:00,29,22,6,180,m,M,M,0.00,
1991-01-08,13:00,30,23,7,180,m,M,M,0.00,
1991-01-08,14:00,30,25,8,190,m,M,M,0.00,
1991-01-08,15:00,30,25,8,220,m,M,M,0.00,
1991-01-08,16:00,29,25,8,210,m,M,M,0.00,
1991-01-08,17:00,29,25,8,200,m,M,M,0.00,
1991-01-08,18:00,29,25,11,200,m,M,M,0.00,
1991-01-08,19:00,29,26,10,200,m,M,M,0.00,
1991-01-08,20:00,30,26,7,210,m,M,M,0.00,
1991-01-08,21:00,30,26,7,210,m,M,M,0.00,
1991-01-08,22:00,30,27,9,210,m,M,M,0.00,
1991-01-08,23:00,31,28,9,210,m,M,M,0.00,
1991-01-09,00:00,31,28,9,230,m,M,M,0.00,
1991-01-09,01:00,31,26,9,250,m,M,M,0.00,
1991-01-09,02:00,31,26,9,240,m,M,M,0.00,
1991-01-09,03:00,31,27,10,260,m,M,M,0.00,
1991-01-09,04:00,30,25,10,280,m,M,M,0.00,
1991-01-09,05:00,29,25,9,280,m,M,M,0.00,
1991-01-09,06:00,29,25,9,280,m,M,M,0.00,
1991-01-09,07:00,28,24,11,280,m,M,M,0.00,
1991-01-09,08:00,28,24,9,290,m,M,M,0.00,
1991-01-09,09:00,28,23,9,290,m,M,M,0.00,
1991-01-09,10:00,29,23,9,290,m,M,M,0.00,
1991-01-09,11:00,29,22,11,290,m,M,M,0.00,
1991-01-09,12:00,29,20,9,290,m,M,M,0.00,
1991-01-09,13:00,29,20,9,290,m,M,M,0.00,
1991-01-09,14:00,29,20,10,270,m,M,M,0.00,
1991-01-09,15:00,29,20,7,290,m,M,M,0.00,
1991-01-09,16:00,29,20,7,290,m,M,M,0.00,
1991-01-09,17:00,28,20,5,290,m,M,M,0.00,
1991-01-09,18:00,28,20,7,250,m,M,M,0.00,
1991-01-09,19:00,28,21,8,320,m,M,M,0.00,
1991-01-09,20:00,27,19,10,300,m,M,M,0.00,
1991-01-09,21:00,27,19,6,300,m,M,M,0.00,
1991-01-09,22:00,27,19,8,310,m,M,M,0.00,
1991-01-09,23:00,26,18,9,340,m,M,M,0.00,
1991-01-10,00:00,25,16,7,350,m,M,M,0.00,
1991-01-10,01:00,25,16,3,360,m,M,M,0.00,
1991-01-10,02:00,26,18,3,360,m,M,M,0.00,
1991-01-10,03:00,25,17,8,330,m,M,M,0.00,
1991-01-10,04:00,25,18,6,330,m,M,M,0.00,
1991-01-10,05:00,26,18,6,360,m,M,M,0.00,
1991-01-10,06:00,26,18,9,10,m,M,M,0.00,
1991-01-10,07:00,26,19,8,20,m,M,M,0.00,
1991-01-10,08:00,27,21,9,360,m,M,M,0.00,
1991-01-10,09:00,29,22,13,70,m,M,M,0.00,
1991-01-10,10:00,30,21,14,90,m,M,M,0.00,
1991-01-10,11:00,29,22,22,100,m,M,M,0.00,
1991-01-10,12:00,29,17,17,90,m,M,M,0.00,
1991-01-10,13:00,29,20,16,110,m,M,M,0.00,
1991-01-10,14:00,29,21,16,100,m,M,M,0.00,
1991-01-10,15:00,30,22,17,100,m,M,M,0.00,
1991-01-10,16:00,30,22,20,90,m,M,M,0.00,
1991-01-10,17:00,29,24,21,90,m,M,M,0.00,
1991-01-10,18:00,30,23,23,90,m,M,M,0.00,
1991-01-10,19:00,30,22,22,100,m,M,M,0.00,
1991-01-10,20:00,30,22,21,100,m,M,M,0.00,
1991-01-10,21:00,29,22,21,90,m,M,M,0.00,
1991-01-10,22:00,28,23,20,90,m,M,M,0.10,
1991-01-10,23:00,27,22,20,90,m,M,M,0.00,
1991-01-11,00:00,28,22,14,90,m,M,M,0.00,
1991-01-11,01:00,29,23,21,90,m,M,M,0.00,
1991-01-11,02:00,30,25,16,90,m,M,M,0.00,
1991-01-11,03:00,30,25,14,90,m,M,M,0.00,
1991-01-11,04:00,31,26,15,90,m,M,M,0.00,
1991-01-11,05:00,31,25,15,90,m,M,M,0.00,
1991-01-11,06:00,31,26,13,110,m,M,M,0.00,
1991-01-11,07:00,31,27,11,110,m,M,M,0.00,
1991-01-11,08:00,32,27,11,80,m,M,M,0.10,
1991-01-11,09:00,32,28,11,80,m,M,M,0.00,
1991-01-11,10:00,32,28,8,90,m,M,M,0.00,
1991-01-11,11:00,32,29,8,60,m,M,M,0.00,
1991-01-11,11:56,M,M,9,60,m,M,M,m,
1991-01-11,13:00,33,30,7,60,m,M,M,0.10,
1991-01-11,14:00,33,31,6,40,m,M,M,0.10,
1991-01-11,15:00,33,28,8,30,m,M,M,0.10,
1991-01-11,16:00,33,29,8,10,m,M,M,0.00,
1991-01-11,17:00,32,28,8,20,m,M,M,0.00,
1991-01-11,18:00,32,27,8,360,m,M,M,0.00,
1991-01-11,19:00,31,27,9,350,m,M,M,0.00,
1991-01-11,20:00,30,26,8,340,m,M,M,0.00,
1991-01-11,21:00,30,25,8,300,m,M,M,0.00,
1991-01-11,22:00,29,24,9,330,m,M,M,0.00,
1991-01-11,23:00,28,23,9,330,m,M,M,0.00,
1991-01-12,00:00,28,23,6,300,m,M,M,0.00,
1991-01-12,01:00,23,23,7,310,m,M,M,0.00,
1991-01-12,02:00,28,23,8,300,m,M,M,0.10,
1991-01-12,03:00,28,23,8,300,m,M,M,0.00,
1991-01-12,04:00,27,22,9,300,m,M,M,0.00,
1991-01-12,05:00,27,22,8,310,m,M,M,0.00,
1991-01-12,06:00,27,22,8,310,m,M,M,0.00,
1991-01-12,07:00,M,M,M,M,m,m,M,m,
1991-01-12,08:00,27,21,11,300,m,M,M,0.00,
1991-01-12,09:00,27,22,11,310,m,M,M,0.00,
1991-01-12,10:00,27,20,14,310,m,M,M,0.00,
1991-01-12,11:00,28,23,11,300,m,M,M,0.00,
1991-01-12,12:00,28,24,11,310,m,M,M,0.00,
1991-01-12,13:00,28,23,11,300,m,M,M,0.00,
1991-01-12,14:00,29,23,13,310,m,M,M,0.00,
1991-01-12,15:00,29,24,11,310,m,M,M,0.00,
1991-01-12,16:00,30,24,11,310,m,M,M,0.00,
1991-01-12,17:00,30,24,7,310,m,M,M,0.00,
1991-01-12,18:00,29,23,8,300,m,M,M,0.00,
1991-01-12,19:00,29,23,7,290,m,M,M,0.00,
1991-01-12,20:00,29,23,8,280,m,M,M,0.00,
1991-01-12,21:00,27,21,8,290,m,M,M,0.00,
1991-01-12,22:00,26,21,6,280,m,M,M,0.00,
1991-01-12,23:00,26,21,6,280,m,M,M,0.00,
1991-01-13,00:00,26,21,5,280,m,M,M,0.00,
1991-01-13,01:00,24,18,6,280,m,M,M,0.00,
1991-01-13,02:00,24,20,6,260,m,M,M,0.00,
1991-01-13,03:00,22,18,7,250,m,M,M,0.00,
1991-01-13,04:00,19,14,11,240,m,M,M,0.00,
1991-01-13,05:00,18,15,11,240,m,M,M,0.00,
1991-01-13,06:00,18,14,7,240,m,M,M,0.00,
1991-01-13,07:00,19,15,6,250,m,M,M,0.00,
1991-01-13,08:00,20,16,9,240,m,M,M,0.00,
1991-01-13,09:00,22,17,9,240,m,M,M,0.00,
1991-01-13,10:00,25,21,11,210,m,M,M,0.00,
1991-01-13,11:00,26,21,15,210,m,M,M,0.00,
1991-01-13,12:00,27,20,17,220,m,M,M,0.00,
1991-01-13,13:00,28,21,17,210,29,M,M,0.00,
1991-01-13,14:00,28,22,17,220,m,M,M,0.00,
1991-01-13,15:00,29,23,17,210,26,M,M,0.00,
1991-01-13,16:00,29,23,21,200,m,M,M,0.00,
1991-01-13,17:00,29,23,18,190,m,M,M,0.00,
1991-01-13,18:00,30,23,21,210,m,M,M,0.00,
1991-01-13,19:00,31,23,23,200,m,M,M,0.00,
1991-01-13,20:00,31,25,17,200,m,M,M,0.00,
1991-01-13,21:00,32,24,23,200,m,M,M,0.00,
1991-01-13,22:00,32,25,21,210,m,M,M,0.00,
1991-01-13,23:00,33,25,22,220,m,M,M,0.00,
1991-01-14,00:00,33,26,17,210,m,M,M,0.00,
1991-01-14,01:00,32,27,16,230,m,M,M,0.00,
1991-01-14,02:00,33,26,20,230,m,M,M,0.00,
1991-01-14,03:00,32,25,17,220,m,M,M,0.00,
1991-01-14,04:00,31,26,15,230,m,M,M,0.00,
1991-01-14,05:00,32,26,16,240,m,M,M,0.00,
1991-01-14,06:00,31,25,14,230,m,M,M,0.00,
1991-01-14,07:00,31,25,14,240,m,M,M,0.00,
1991-01-14,08:00,32,26,14,240,m,M,M,0.00,
1991-01-14,09:00,34,27,16,240,m,M,M,0.00,
1991-01-14,10:00,34,26,17,240,m,M,M,0.00,
1991-01-14,11:00,36,27,14,230,m,M,M,0.00,
1991-01-14,12:00,37,27,17,240,m,M,M,0.00,
1991-01-14,13:00,38,31,15,230,m,M,M,0.00,
1991-01-14,14:00,39,30,15,230,m,M,M,0.00,
1991-01-14,15:00,38,30,16,230,m,M,M,0.00,
1991-01-14,16:00,37,30,11,220,m,M,M,0.00,
1991-01-14,17:00,37,30,11,220,m,M,M,0.00,
1991-01-14,18:00,36,30,7,220,m,M,M,0.00,
1991-01-14,19:00,34,29,7,220,m,M,M,0.00,
1991-01-14,20:00,33,28,6,220,m,M,M,0.00,
1991-01-14,21:00,31,28,6,220,m,M,M,0.00,
1991-01-14,22:00,32,28,6,220,m,M,M,0.00,
1991-01-14,23:00,31,27,7,220,m,M,M,0.00,
1991-01-15,00:00,30,26,6,220,m,M,M,0.00,
1991-01-15,01:00,30,27,5,220,m,M,M,0.00,
1991-01-15,02:00,29,27,0,0,m,M,M,0.00,
1991-01-15,03:00,30,27,0,0,m,M,M,0.00,
1991-01-15,04:00,29,26,6,180,m,M,M,0.00,
1991-01-15,05:00,30,26,0,0,m,M,M,0.00,
1991-01-15,06:00,29,27,0,0,m,M,M,0.00,
1991-01-15,06:50,M,M,0,0,m,M,M,m,
1991-01-15,08:00,31,28,0,0,m,M,M,0.00,
1991-01-15,09:00,32,29,0,0,m,M,M,0.00,
1991-01-15,10:00,35,31,0,0,m,M,M,0.00,
1991-01-15,11:00,36,31,8,60,m,M,M,0.00,
1991-01-15,12:00,36,31,9,60,m,M,M,0.00,
1991-01-15,13:00,37,31,9,60,m,M,M,0.00,
1991-01-15,14:00,36,31,9,80,m,M,M,0.00,
1991-01-15,15:00,36,31,9,60,m,M,M,0.00,
1991-01-15,16:00,36,32,8,60,m,M,M,0.00,
1991-01-15,17:00,37,32,9,60,m,M,M,0.00,
1991-01-15,18:00,37,33,9,60,m,M,M,0.00,
1991-01-15,19:00,37,33,9,60,m,M,M,0.00,
1991-01-15,20:00,37,33,8,60,m,M,M,0.00,
1991-01-15,21:00,37,33,7,50,m,M,M,0.00,
1991-01-15,22:00,37,34,7,60,m,M,M,0.00,
1991-01-15,23:00,37,34,8,50,m,M,M,0.00,
1991-01-16,00:00,38,34,7,50,m,M,M,0.10,
1991-01-16,01:00,37,34,11,40,m,M,M,0.00,
1991-01-16,02:00,37,32,11,40,m,M,M,0.00,
1991-01-16,03:00,37,30,14,40,m,M,M,0.10,
1991-01-16,04:00,37,29,14,50,m,M,M,0.00,
1991-01-16,05:00,36,28,16,40,m,M,M,0.10,
1991-01-16,06:00,36,31,14,20,20,M,M,0.10,
1991-01-16,07:00,36,31,11,30,m,M,M,0.00,
1991-01-16,08:00,37,30,16,20,m,M,M,0.10,
1991-01-16,09:00,37,31,11,360,m,M,M,0.00,
1991-01-16,10:00,37,31,14,360,m,M,M,0.00,
1991-01-16,10:50,M,M,14,350,23,M,M,m,
1991-01-16,12:00,36,31,17,340,m,M,M,0.00,
1991-01-16,13:00,37,31,11,320,m,M,M,0.00,
1991-01-16,14:00,36,31,11,310,m,M,M,0.00,
1991-01-16,15:00,36,30,10,310,m,M,M,0.00,
1991-01-16,16:00,36,29,6,300,m,M,M,0.00,
1991-01-16,17:00,35,29,11,300,m,M,M,0.00,
1991-01-16,18:00,33,27,10,300,m,M,M,0.00,
1991-01-16,19:00,32,26,14,290,m,M,M,0.00,
1991-01-16,20:00,30,24,11,290,m,M,M,0.00,
1991-01-16,21:00,30,23,11,290,m,M,M,0.00,
1991-01-16,22:00,28,21,11,280,m,M,M,0.00,
1991-01-16,23:00,27,20,11,280,m,M,M,0.00,
1991-01-17,00:00,26,20,11,290,m,M,M,0.00,
1991-01-17,01:00,25,19,11,270,m,M,M,0.00,
1991-01-17,02:00,25,20,11,270,m,M,M,0.00,
1991-01-17,03:00,25,19,18,290,m,M,M,0.00,
1991-01-17,04:00,25,17,11,260,m,M,M,0.00,
1991-01-17,05:00,25,19,11,260,m,M,M,0.00,
1991-01-17,06:00,25,18,14,260,m,M,M,0.00,
1991-01-17,07:00,25,18,17,270,m,M,M,0.00,
1991-01-17,08:00,25,18,14,280,m,M,M,0.00,
1991-01-17,09:00,26,19,14,280,23,M,M,0.00,
1991-01-17,10:00,27,22,14,270,m,M,M,0.00,
1991-01-17,11:00,28,22,11,270,m,M,M,0.00,
1991-01-17,12:00,29,23,13,260,m,M,M,0.00,
1991-01-17,13:00,29,23,16,260,m,M,M,0.00,
1991-01-17,14:00,30,23,14,260,m,M,M,0.00,
1991-01-17,15:00,31,23,11,260,m,M,M,0.00,
1991-01-17,16:00,31,22,11,260,m,M,M,0.00,
1991-01-17,17:00,30,18,11,250,m,M,M,0.00,
1991-01-17,18:00,30,16,21,270,m,M,M,0.00,
1991-01-17,19:00,29,19,11,270,m,M,M,0.00,
1991-01-17,20:00,28,18,11,270,m,M,M,0.00,
1991-01-17,21:00,27,18,11,280,m,M,M,0.00,
1991-01-17,22:00,27,17,14,290,m,M,M,0.00,
1991-01-17,23:00,25,16,9,260,m,M,M,0.00,
1991-01-18,00:00,23,16,9,250,m,M,M,0.00,
1991-01-18,01:00,M,M,M,M,m,m,M,m,
1991-01-18,02:00,19,13,11,250,m,M,M,0.00,
1991-01-18,03:00,19,13,11,260,m,M,M,0.00,
1991-01-18,04:00,18,12,11,250,m,M,M,0.00,
1991-01-18,05:00,17,12,10,250,m,M,M,0.00,
1991-01-18,06:00,17,9,11,250,m,M,M,0.00,
1991-01-18,07:00,17,10,11,270,m,M,M,0.00,
1991-01-18,08:00,17,11,11,270,m,M,M,0.00,
1991-01-18,09:00,19,14,11,240,m,M,M,0.00,
1991-01-18,10:00,22,15,18,250,m,M,M,0.00,
1991-01-18,11:00,26,16,11,260,m,M,M,0.00,
1991-01-18,12:00,27,17,17,240,m,M,M,0.00,
1991-01-18,13:00,28,18,18,260,m,M,M,0.00,
1991-01-18,14:00,29,17,17,260,m,M,M,0.00,
1991-01-18,15:00,29,19,20,250,m,M,M,0.00,
1991-01-18,16:00,30,21,16,230,m,M,M,0.00,
1991-01-18,17:00,30,21,15,230,m,M,M,0.00,
1991-01-18,18:00,30,22,14,230,m,M,M,0.00,
1991-01-18,19:00,30,23,16,230,m,M,M,0.00,
1991-01-18,20:00,30,25,15,220,m,M,M,0.00,
1991-01-18,21:00,30,25,13,220,m,M,M,0.00,
1991-01-18,22:00,30,25,13,220,m,M,M,0.00,
1991-01-18,23:00,M,M,M,M,m,m,M,m,
1991-01-19,00:00,M,M,M,M,m,m,M,m,
1991-01-19,01:00,31,27,16,240,m,M,M,0.00,
1991-01-19,02:00,32,27,14,240,m,M,M,0.00,
1991-01-19,03:00,31,27,13,240,m,M,M,0.00,
1991-01-19,04:00,31,26,16,220,m,M,M,0.00,
1991-01-19,05:00,M,M,M,M,m,m,M,m,
1991-01-19,06:00,30,27,14,220,m,M,M,0.00,
1991-01-19,07:00,31,26,11,240,m,M,M,0.00,
1991-01-19,08:00,32,27,11,220,m,M,M,0.00,
1991-01-19,09:00,34,28,11,240,m,M,M,0.00,
1991-01-19,10:00,39,30,15,240,m,M,M,0.00,
1991-01-19,11:00,42,30,16,230,m,M,M,0.00,
1991-01-19,12:00,45,30,23,240,m,M,M,0.00,
1991-01-19,13:00,45,31,15,240,m,M,M,0.00,
1991-01-19,14:00,44,31,17,240,m,M,M,0.00,
1991-01-19,15:00,44,30,18,240,m,M,M,0.00,
1991-01-19,16:00,43,30,17,240,m,M,M,0.00,
1991-01-19,17:00,41,32,17,240,m,M,M,0.00,
1991-01-19,18:00,40,33,14,240,m,M,M,0.00,
1991-01-19,19:00,38,33,15,230,m,M,M,0.00,
1991-01-19,20:00,37,32,11,240,m,M,M,0.00,
1991-01-19,21:00,37,32,13,240,m,M,M,0.00,
1991-01-19,22:00,38,32,15,240,m,M,M,0.00,
1991-01-19,23:00,38,33,11,260,m,M,M,0.00,
1991-01-20,00:00,38,33,11,260,m,M,M,0.00,
1991-01-20,01:00,37,32,11,270,m,M,M,0.00,
1991-01-20,02:00,37,32,7,270,m,M,M,0.00,
1991-01-20,03:00,36,32,8,270,m,M,M,0.00,
