 


Daily Data Between Two Dates
 WAUKEGAN (IL)
 USC00119029

Date,PRCP,TMAX,TMIN,MEAN,
1961-10-01,0.00,53,41,47.0,
1961-10-02,0.00,51,32,41.5,
1961-10-03,T,56,35,45.5,
1961-10-04,0.00,65,47,56.0,
1961-10-05,0.00,72,52,62.0,
1961-10-06,0.00,77,54,65.5,
1961-10-07,0.00,74,52,63.0,
1961-10-08,0.00,70,50,60.0,
1961-10-09,0.00,80,55,67.5,
1961-10-10,0.00,75,60,67.5,
1961-10-11,0.19,75,61,68.0,
1961-10-12,0.00,70,52,61.0,
1961-10-13,0.50,65,52,58.5,
1961-10-14,0.00,53,39,46.0,
1961-10-15,0.00,69,39,54.0,
1961-10-16,0.00,60,46,53.0,
1961-10-17,0.00,78,51,64.5,
1961-10-18,0.00,70,53,61.5,
1961-10-19,1.01,54,35,44.5,
1961-10-20,0.16,48,41,44.5,
1961-10-21,0.00,49,44,46.5,
1961-10-22,0.00,54,43,48.5,
1961-10-23,0.09,53,45,49.0,
1961-10-24,0.00,56,33,44.5,
1961-10-25,0.71,55,45,50.0,
1961-10-26,0.03,49,35,42.0,
1961-10-27,0.00,52,29,40.5,
1961-10-28,0.17,56,45,50.5,
1961-10-29,0.34,69,51,60.0,
1961-10-30,0.51,60,48,54.0,
1961-10-31,0.00,59,42,50.5,
1961-11-01,T,53,38,45.5,
1961-11-02,0.00,75,52,63.5,
1961-11-03,0.35,73,32,52.5,
1961-11-04,0.00,51,29,40.0,
1961-11-05,0.00,43,33,38.0,
1961-11-06,0.00,40,26,33.0,
1961-11-07,0.00,48,27,37.5,
1961-11-08,T,39,27,33.0,
1961-11-09,0.00,48,26,37.0,
1961-11-10,0.00,46,28,37.0,
1961-11-11,0.00,65,36,50.5,
1961-11-12,0.03,59,48,53.5,
1961-11-13,0.28,56,43,49.5,
1961-11-14,0.00,48,35,41.5,
1961-11-15,0.00,44,33,38.5,
1961-11-16,1.14,50,37,43.5,
1961-11-17,0.00,39,29,34.0,
1961-11-18,0.00,42,22,32.0,
1961-11-19,0.19,33,27,30.0,
1961-11-20,0.00,41,29,35.0,
1961-11-21,0.00,38,25,31.5,
1961-11-22,0.28,42,32,37.0,
1961-11-23,0.01,44,34,39.0,
1961-11-24,0.00,52,30,41.0,
1961-11-25,0.00,56,34,45.0,
1961-11-26,T,57,34,45.5,
1961-11-27,0.00,43,29,36.0,
1961-11-28,0.00,36,25,30.5,
1961-11-29,0.00,45,22,33.5,
1961-11-30,0.00,41,28,34.5,
1961-12-01,0.00,41,30,35.5,
1961-12-02,0.00,51,31,41.0,
1961-12-03,0.00,55,28,41.5,
1961-12-04,0.03,61,38,49.5,
1961-12-05,0.00,39,23,31.0,
1961-12-06,T,45,31,38.0,
1961-12-07,T,34,21,27.5,
1961-12-08,0.00,35,12,23.5,
1961-12-09,0.15,32,24,28.0,
1961-12-10,0.00,34,18,26.0,
1961-12-11,T,32,11,21.5,
1961-12-12,0.36,34,11,22.5,
1961-12-13,0.00,14,-1,6.5,
1961-12-14,0.00,26,10,18.0,
1961-12-15,0.01,30,7,18.5,
1961-12-16,0.02,34,22,28.0,
1961-12-17,0.25,34,31,32.5,
1961-12-18,0.00,33,27,30.0,
1961-12-19,T,35,30,32.5,
1961-12-20,0.00,33,22,27.5,
1961-12-21,0.02,31,22,26.5,
1961-12-22,0.00,35,31,33.0,
1961-12-23,0.45,34,28,31.0,
1961-12-24,T,30,14,22.0,
1961-12-25,0.00,24,5,14.5,
1961-12-26,0.00,31,22,26.5,
1961-12-27,0.00,29,6,17.5,
1961-12-28,T,8,-8,0.0,
1961-12-29,T,14,-1,6.5,
1961-12-30,0.00,20,-1,9.5,
1961-12-31,0.00,27,6,16.5,
1962-01-01,0.00,26,6,16.0,
1962-01-02,0.00,34,17,25.5,
1962-01-03,0.00,41,26,33.5,
1962-01-04,0.06,39,33,36.0,
1962-01-05,0.18,38,32,35.0,
1962-01-06,0.98,33,28,30.5,
1962-01-07,0.32,30,17,23.5,
1962-01-08,0.00,19,3,11.0,
1962-01-09,0.00,6,-11,-2.5,
1962-01-10,0.00,7,-15,-4.0,
1962-01-11,0.00,8,-15,-3.5,
1962-01-12,T,25,5,15.0,
1962-01-13,0.00,35,18,26.5,
1962-01-14,0.52,34,26,30.0,
1962-01-15,0.11,30,11,20.5,
1962-01-16,0.00,16,-2,7.0,
1962-01-17,0.00,2,-7,-2.5,
1962-01-18,0.00,4,-11,-3.5,
1962-01-19,0.09,16,-6,5.0,
1962-01-20,0.00,11,-3,4.0,
1962-01-21,0.01,29,7,18.0,
1962-01-22,0.00,23,5,14.0,
1962-01-23,0.00,26,-1,12.5,
1962-01-24,0.00,31,10,20.5,
1962-01-25,0.00,42,20,31.0,
1962-01-26,0.56,37,25,31.0,
1962-01-27,0.00,34,8,21.0,
1962-01-28,0.08,24,16,20.0,
1962-01-29,0.00,30,16,23.0,
1962-01-30,0.00,36,1,18.5,
1962-01-31,0.04,13,-6,3.5,
1962-02-01,0.04,21,7,14.0,
1962-02-02,0.07,26,7,16.5,
1962-02-03,0.00,40,26,33.0,
1962-02-04,0.00,49,28,38.5,
1962-02-05,0.00,42,14,28.0,
1962-02-06,T,15,-6,4.5,
1962-02-07,T,21,-4,8.5,
1962-02-08,0.00,26,4,15.0,
1962-02-09,T,28,20,24.0,
1962-02-10,0.01,22,14,18.0,
1962-02-11,0.08,35,19,27.0,
1962-02-12,T,35,29,32.0,
1962-02-13,T,35,28,31.5,
1962-02-14,T,38,30,34.0,
1962-02-15,0.02,36,24,30.0,
1962-02-16,T,35,29,32.0,
1962-02-17,0.00,33,22,27.5,
1962-02-18,0.34,28,24,26.0,
1962-02-19,0.10,29,16,22.5,
1962-02-20,0.00,26,8,17.0,
1962-02-21,0.31,32,20,26.0,
1962-02-22,0.03,33,14,23.5,
1962-02-23,0.00,28,6,17.0,
1962-02-24,T,29,23,26.0,
1962-02-25,0.02,35,24,29.5,
1962-02-26,0.19,34,25,29.5,
1962-02-27,0.05,34,19,26.5,
1962-02-28,0.03,27,2,14.5,
1962-03-01,0.01,18,-12,3.0,
1962-03-02,0.00,24,13,18.5,
1962-03-03,0.00,29,12,20.5,
1962-03-04,0.10,27,24,25.5,
1962-03-05,0.01,26,19,22.5,
1962-03-06,T,34,22,28.0,
1962-03-07,0.00,38,31,34.5,
1962-03-08,0.15,33,28,30.5,
1962-03-09,0.13,35,31,33.0,
1962-03-10,0.00,35,31,33.0,
1962-03-11,0.54,36,31,33.5,
1962-03-12,0.14,37,33,35.0,
1962-03-13,0.07,35,30,32.5,
1962-03-14,0.03,33,24,28.5,
1962-03-15,T,32,19,25.5,
1962-03-16,T,39,21,30.0,
1962-03-17,0.00,43,24,33.5,
1962-03-18,0.00,46,22,34.0,
1962-03-19,0.21,43,34,38.5,
1962-03-20,0.00,44,27,35.5,
1962-03-21,T,38,32,35.0,
1962-03-22,0.00,37,31,34.0,
1962-03-23,0.00,42,32,37.0,
1962-03-24,0.00,43,29,36.0,
1962-03-25,0.00,46,33,39.5,
1962-03-26,0.00,48,31,39.5,
1962-03-27,0.00,62,30,46.0,
1962-03-28,0.00,70,40,55.0,
1962-03-29,0.31,63,35,49.0,
1962-03-30,0.03,43,30,36.5,
1962-03-31,0.00,40,23,31.5,
1962-04-01,0.00,40,32,36.0,
1962-04-02,0.00,39,25,32.0,
1962-04-03,0.00,49,24,36.5,
1962-04-04,T,47,36,41.5,
1962-04-05,0.33,48,39,43.5,
1962-04-06,0.02,60,37,48.5,
1962-04-07,0.00,51,37,44.0,
1962-04-08,0.32,53,34,43.5,
1962-04-09,0.12,48,34,41.0,
1962-04-10,0.00,48,33,40.5,
1962-04-11,0.00,47,33,40.0,
1962-04-12,0.17,40,36,38.0,
1962-04-13,0.32,45,29,37.0,
1962-04-14,T,45,28,36.5,
1962-04-15,T,40,26,33.0,
1962-04-16,0.00,44,24,34.0,
1962-04-17,T,58,34,46.0,
1962-04-18,0.00,62,39,50.5,
1962-04-19,0.00,54,36,45.0,
1962-04-20,0.00,46,30,38.0,
1962-04-21,0.04,79,39,59.0,
1962-04-22,T,71,54,62.5,
1962-04-23,0.00,57,40,48.5,
1962-04-24,0.00,79,39,59.0,
1962-04-25,0.00,84,56,70.0,
1962-04-26,0.00,87,57,72.0,
1962-04-27,0.00,84,62,73.0,
1962-04-28,0.04,76,40,58.0,
1962-04-29,0.21,58,39,48.5,
1962-04-30,T,86,42,64.0,
1962-05-01,0.60,64,46,55.0,
1962-05-02,0.03,63,47,55.0,
1962-05-03,0.01,79,39,59.0,
1962-05-04,0.09,82,48,65.0,
1962-05-05,0.05,77,56,66.5,
1962-05-06,0.24,73,51,62.0,
1962-05-07,0.07,52,39,45.5,
1962-05-08,0.18,56,41,48.5,
1962-05-09,0.00,49,38,43.5,
1962-05-10,0.22,48,39,43.5,
1962-05-11,0.00,61,44,52.5,
1962-05-12,0.56,59,44,51.5,
1962-05-13,0.01,85,49,67.0,
1962-05-14,0.00,83,67,75.0,
1962-05-15,0.00,87,68,77.5,
1962-05-16,0.00,88,66,77.0,
1962-05-17,0.00,91,67,79.0,
1962-05-18,0.00,88,68,78.0,
1962-05-19,0.00,90,67,78.5,
1962-05-20,0.00,85,66,75.5,
1962-05-21,0.44,68,42,55.0,
1962-05-22,0.00,70,46,58.0,
1962-05-23,0.00,78,62,70.0,
1962-05-24,0.00,74,59,66.5,
1962-05-25,0.00,73,53,63.0,
1962-05-26,0.96,57,47,52.0,
1962-05-27,T,59,41,50.0,
1962-05-28,0.00,66,46,56.0,
1962-05-29,0.19,87,59,73.0,
1962-05-30,0.00,84,67,75.5,
1962-05-31,0.00,82,64,73.0,
1962-06-01,0.00,76,52,64.0,
1962-06-02,0.00,57,46,51.5,
1962-06-03,T,57,45,51.0,
1962-06-04,0.10,78,51,64.5,
1962-06-05,0.00,75,52,63.5,
1962-06-06,0.02,66,52,59.0,
1962-06-07,0.00,69,53,61.0,
1962-06-08,0.00,73,50,61.5,
1962-06-09,0.79,79,61,70.0,
1962-06-10,0.24,82,64,73.0,
1962-06-11,0.01,81,59,70.0,
1962-06-12,T,65,51,58.0,
1962-06-13,0.00,70,43,56.5,
1962-06-14,0.00,74,50,62.0,
1962-06-15,0.00,80,52,66.0,
1962-06-16,0.00,86,59,72.5,
1962-06-17,0.00,92,65,78.5,
1962-06-18,0.00,90,68,79.0,
1962-06-19,0.00,84,56,70.0,
1962-06-20,0.00,74,53,63.5,
1962-06-21,0.03,69,49,59.0,
1962-06-22,0.14,84,60,72.0,
1962-06-23,0.16,83,63,73.0,
1962-06-24,0.00,83,57,70.0,
1962-06-25,0.00,85,59,72.0,
1962-06-26,0.00,75,55,65.0,
1962-06-27,0.00,75,58,66.5,
1962-06-28,0.00,84,57,70.5,
1962-06-29,0.00,90,69,79.5,
1962-06-30,0.00,85,69,77.0,
1962-07-01,0.00,74,63,68.5,
1962-07-02,1.69,70,60,65.0,
1962-07-03,0.01,67,61,64.0,
1962-07-04,0.00,74,60,67.0,
1962-07-05,T,77,62,69.5,
1962-07-06,0.00,79,61,70.0,
1962-07-07,0.00,85,62,73.5,
1962-07-08,0.00,84,71,77.5,
1962-07-09,0.00,80,57,68.5,
1962-07-10,0.00,84,57,70.5,
1962-07-11,0.69,85,68,76.5,
1962-07-12,T,81,66,73.5,
1962-07-13,0.06,76,57,66.5,
1962-07-14,0.36,66,60,63.0,
1962-07-15,0.19,64,57,60.5,
1962-07-16,0.00,67,57,62.0,
1962-07-17,0.00,73,59,66.0,
1962-07-18,0.00,77,57,67.0,
1962-07-19,0.00,80,57,68.5,
1962-07-20,0.36,81,66,73.5,
1962-07-21,0.09,79,64,71.5,
1962-07-22,0.43,80,63,71.5,
1962-07-23,0.00,72,58,65.0,
1962-07-24,0.02,82,57,69.5,
1962-07-25,0.00,76,64,70.0,
1962-07-26,0.00,74,50,62.0,
1962-07-27,0.00,77,54,65.5,
1962-07-28,0.39,73,60,66.5,
1962-07-29,0.09,67,60,63.5,
1962-07-30,0.00,82,57,69.5,
1962-07-31,0.00,78,56,67.0,
1962-08-01,0.00,75,60,67.5,
1962-08-02,0.00,76,57,66.5,
1962-08-03,0.00,85,63,74.0,
1962-08-04,T,81,67,74.0,
1962-08-05,0.00,76,56,66.0,
1962-08-06,0.14,81,67,74.0,
1962-08-07,0.00,87,68,77.5,
1962-08-08,0.02,88,66,77.0,
1962-08-09,0.00,71,60,65.5,
1962-08-10,0.00,75,56,65.5,
1962-08-11,0.00,80,53,66.5,
1962-08-12,0.02,80,65,72.5,
1962-08-13,0.00,74,60,67.0,
1962-08-14,0.00,68,59,63.5,
1962-08-15,0.00,78,52,65.0,
1962-08-16,T,77,61,69.0,
1962-08-17,0.00,75,53,64.0,
1962-08-18,0.00,76,52,64.0,
1962-08-19,0.00,87,67,77.0,
1962-08-20,0.16,84,69,76.5,
1962-08-21,0.00,85,62,73.5,
1962-08-22,0.00,83,61,72.0,
1962-08-23,0.00,93,69,81.0,
1962-08-24,0.00,92,72,82.0,
1962-08-25,0.44,M,62,M,
1962-08-26,0.01,72,57,64.5,
1962-08-27,0.00,80,54,67.0,
1962-08-28,0.00,88,62,75.0,
1962-08-29,0.00,90,62,76.0,
1962-08-30,0.00,91,65,78.0,
1962-08-31,0.00,84,64,74.0,
1962-09-01,0.00,81,57,69.0,
1962-09-02,0.00,77,53,65.0,
1962-09-03,0.00,80,61,70.5,
1962-09-04,0.00,81,63,72.0,
1962-09-05,0.00,66,42,54.0,
1962-09-06,0.00,65,45,55.0,
1962-09-07,0.00,77,47,62.0,
1962-09-08,0.00,72,57,64.5,
1962-09-09,0.14,80,67,73.5,
1962-09-10,0.45,73,57,65.0,
1962-09-11,0.00,80,48,64.0,
1962-09-12,0.00,91,62,76.5,
1962-09-13,0.06,88,66,77.0,
1962-09-14,0.00,85,57,71.0,
1962-09-15,0.00,75,58,66.5,
1962-09-16,T,78,55,66.5,
1962-09-17,T,69,53,61.0,
1962-09-18,0.00,72,45,58.5,
1962-09-19,0.00,66,47,56.5,
1962-09-20,0.00,57,38,47.5,
1962-09-21,0.00,65,39,52.0,
1962-09-22,0.24,60,46,53.0,
1962-09-23,0.00,64,47,55.5,
1962-09-24,0.01,68,52,60.0,
1962-09-25,0.08,62,50,56.0,
1962-09-26,0.00,65,44,54.5,
1962-09-27,0.00,61,47,54.0,
1962-09-28,0.00,61,43,52.0,
1962-09-29,0.00,66,41,53.5,
1962-09-30,T,69,45,57.0,
1962-10-01,0.04,66,55,60.5,
1962-10-02,T,65,60,62.5,
1962-10-03,0.24,70,59,64.5,
1962-10-04,0.16,64,55,59.5,
1962-10-05,0.61,64,53,58.5,
1962-10-06,0.00,65,48,56.5,
1962-10-07,0.35,64,58,61.0,
1962-10-08,T,64,57,60.5,
1962-10-09,T,70,53,61.5,
1962-10-10,0.00,84,47,65.5,
1962-10-11,0.00,85,64,74.5,
1962-10-12,0.00,81,55,68.0,
1962-10-13,0.00,68,53,60.5,
1962-10-14,0.00,84,62,73.0,
1962-10-15,0.00,85,63,74.0,
1962-10-16,0.02,80,54,67.0,
1962-10-17,0.00,66,41,53.5,
1962-10-18,0.00,70,47,58.5,
1962-10-19,0.00,75,45,60.0,
1962-10-20,0.11,69,51,60.0,
1962-10-21,T,61,39,50.0,
1962-10-22,T,64,44,54.0,
1962-10-23,T,47,35,41.0,
1962-10-24,0.00,45,28,36.5,
1962-10-25,T,38,26,32.0,
1962-10-26,0.00,42,20,31.0,
1962-10-27,0.00,62,29,45.5,
1962-10-28,0.00,59,46,52.5,
1962-10-29,0.00,50,38,44.0,
1962-10-30,0.00,57,43,50.0,
1962-10-31,0.00,50,33,41.5,
1962-11-01,0.00,47,32,39.5,
1962-11-02,0.00,46,35,40.5,
1962-11-03,0.13,48,37,42.5,
1962-11-04,0.16,39,31,35.0,
1962-11-05,0.08,44,33,38.5,
1962-11-06,T,50,32,41.0,
1962-11-07,T,50,38,44.0,
1962-11-08,0.00,43,35,39.0,
1962-11-09,0.00,49,29,39.0,
1962-11-10,0.00,50,31,40.5,
1962-11-11,0.00,47,35,41.0,
1962-11-12,0.00,48,35,41.5,
1962-11-13,0.00,53,29,41.0,
1962-11-14,0.00,59,34,46.5,
1962-11-15,0.00,56,41,48.5,
1962-11-16,0.50,46,44,45.0,
1962-11-17,0.18,45,34,39.5,
1962-11-18,0.07,40,31,35.5,
1962-11-19,T,38,29,33.5,
1962-11-20,T,46,34,40.0,
1962-11-21,0.00,50,40,45.0,
1962-11-22,0.00,44,24,34.0,
1962-11-23,0.00,52,25,38.5,
1962-11-24,0.00,41,24,32.5,
1962-11-25,0.00,46,24,35.0,
1962-11-26,0.00,53,27,40.0,
1962-11-27,0.00,48,31,39.5,
1962-11-28,0.00,54,32,43.0,
1962-11-29,0.00,55,30,42.5,
1962-11-30,0.00,64,29,46.5,
1962-12-01,0.00,58,31,44.5,
